,Items,Antecedent,Consequent,Support,Confidence,Lift
100,"{'APST_701', 'OPTH_202', 'PVST_002'}","{'APST_701', 'OPTH_202'}",{'PVST_002'},0.0010285420416559527,0.8,53.64137931034483
163,"{'MUTH_232', 'MUTH_201', 'MUTH_132'}","{'MUTH_232', 'MUTH_201'}",{'MUTH_132'},0.0010285420416559527,0.5,52.554054054054056
152,"{'MUTH_232', 'MUTH_201', 'MUTH_102'}","{'MUTH_232', 'MUTH_201'}",{'MUTH_102'},0.0010285420416559527,0.5,45.220930232558146
52,"{'OPTH_203', 'MUTH_202'}",{'OPTH_203'},{'MUTH_202'},0.0010285420416559527,0.5,43.211111111111116
43,"{'LANG_101', 'PVST_002'}",{'LANG_101'},{'PVST_002'},0.0010285420416559527,0.5,33.525862068965516
16,"{'APST_802', 'APST_800'}",{'APST_802'},{'APST_800'},0.0010285420416559527,0.5,29.02238805970149
88,"{'PVST_002', 'APST_213', 'MUTH_202'}","{'PVST_002', 'MUTH_202'}",{'APST_213'},0.0012856775520699408,0.5,277.7857142857143
11,"{'APST_701', 'OPTH_202'}",{'OPTH_202'},{'APST_701'},0.0012856775520699408,0.5,162.04166666666666
203,"{'MUTH_231', 'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_231', 'MUTH_201', 'MUTH_102'}",{'MUTH_132'},0.0012856775520699408,1.0,105.10810810810811
165,"{'MUTH_231', 'MUTH_132', 'MUTH_232'}","{'MUTH_232', 'MUTH_132'}",{'MUTH_231'},0.0012856775520699408,1.0,94.85365853658536
166,"{'MUTH_231', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_232'}",{'MUTH_132'},0.0012856775520699408,0.8333333333333333,87.59009009009009
167,"{'MUTH_232', 'MUTH_201', 'MUTH_202'}","{'MUTH_201', 'MUTH_202'}",{'MUTH_232'},0.0012856775520699408,0.7142857142857142,81.70168067226889
201,"{'MUTH_231', 'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_201', 'MUTH_102', 'MUTH_132'}",{'MUTH_231'},0.0012856775520699408,0.8333333333333333,79.04471544715446
87,"{'PVST_002', 'APST_213', 'MUTH_202'}","{'PVST_002', 'APST_213'}",{'MUTH_202'},0.0012856775520699408,0.8333333333333333,72.01851851851852
182,"{'MUTH_232', 'PVST_002', 'MUTH_202'}","{'MUTH_232', 'PVST_002'}",{'MUTH_202'},0.0012856775520699408,0.8333333333333333,72.01851851851852
164,"{'MUTH_231', 'MUTH_132', 'MUTH_232'}","{'MUTH_231', 'MUTH_132'}",{'MUTH_232'},0.0012856775520699408,0.625,71.48897058823529
86,"{'PVST_002', 'APST_213', 'MUTH_202'}","{'APST_213', 'MUTH_202'}",{'PVST_002'},0.0012856775520699408,1.0,67.05172413793103
171,"{'MUTH_231', 'MUTH_201', 'MUTH_232'}","{'MUTH_231', 'MUTH_232'}",{'MUTH_201'},0.0012856775520699408,0.8333333333333333,66.13945578231292
202,"{'MUTH_231', 'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_231', 'MUTH_102', 'MUTH_132'}",{'MUTH_201'},0.0012856775520699408,0.8333333333333333,66.13945578231292
204,"{'MUTH_231', 'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_231', 'MUTH_201', 'MUTH_132'}",{'MUTH_102'},0.0012856775520699408,0.7142857142857142,64.60132890365448
3,"{'APST_213', 'MUTH_202'}",{'APST_213'},{'MUTH_202'},0.0012856775520699408,0.7142857142857142,61.73015873015873
148,"{'MUTH_231', 'MUTH_201', 'MUTH_102'}","{'MUTH_201', 'MUTH_102'}",{'MUTH_231'},0.0012856775520699408,0.625,59.28353658536585
170,"{'MUTH_231', 'MUTH_201', 'MUTH_232'}","{'MUTH_232', 'MUTH_201'}",{'MUTH_231'},0.0012856775520699408,0.625,59.28353658536585
181,"{'MUTH_232', 'PVST_002', 'MUTH_202'}","{'PVST_002', 'MUTH_202'}",{'MUTH_232'},0.0012856775520699408,0.5,57.19117647058823
149,"{'MUTH_231', 'MUTH_201', 'MUTH_102'}","{'MUTH_231', 'MUTH_102'}",{'MUTH_201'},0.0012856775520699408,0.7142857142857142,56.69096209912536
168,"{'MUTH_232', 'MUTH_201', 'MUTH_202'}","{'MUTH_232', 'MUTH_201'}",{'MUTH_202'},0.0012856775520699408,0.625,54.01388888888889
57,"{'PVST_002', 'OPTH_400'}",{'OPTH_400'},{'PVST_002'},0.0012856775520699408,0.7142857142857142,47.89408866995073
44,"{'PVST_002', 'LANG_201'}",{'LANG_201'},{'PVST_002'},0.0012856775520699408,0.625,41.9073275862069
50,"{'OPTH_202', 'MUTH_201'}",{'OPTH_202'},{'MUTH_201'},0.0012856775520699408,0.5,39.683673469387756
54,"{'OPTH_202', 'PVST_002'}",{'OPTH_202'},{'PVST_002'},0.0012856775520699408,0.5,33.525862068965516
18,"{'PVST_009', 'APST_800'}",{'PVST_009'},{'APST_800'},0.0012856775520699408,0.5555555555555555,32.24709784411276
113,"{'APST_821', 'PVST_018', 'APST_825'}","{'APST_821', 'APST_825'}",{'PVST_018'},0.0015428130624839291,0.8571428571428572,333.34285714285716
115,"{'APST_821', 'PVST_018', 'APST_825'}","{'APST_825', 'PVST_018'}",{'APST_821'},0.0015428130624839291,0.8571428571428572,333.34285714285716
114,"{'APST_821', 'PVST_018', 'APST_825'}","{'APST_821', 'PVST_018'}",{'APST_825'},0.0015428130624839291,0.75,324.0833333333333
1,"{'PVST_001', 'APST_113'}",{'APST_113'},{'PVST_001'},0.0015428130624839291,0.75,94.08870967741935
144,"{'MUTH_231', 'MUTH_102', 'MUTH_132'}","{'MUTH_231', 'MUTH_102'}",{'MUTH_132'},0.0015428130624839291,0.8571428571428572,90.0926640926641
140,"{'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_201', 'MUTH_102'}",{'MUTH_132'},0.0015428130624839291,0.75,78.83108108108108
145,"{'MUTH_231', 'MUTH_102', 'MUTH_132'}","{'MUTH_231', 'MUTH_132'}",{'MUTH_102'},0.0015428130624839291,0.75,67.83139534883722
4,"{'PVST_002', 'APST_213'}",{'APST_213'},{'PVST_002'},0.0015428130624839291,0.8571428571428572,57.47290640394089
141,"{'MUTH_201', 'MUTH_102', 'MUTH_132'}","{'MUTH_201', 'MUTH_132'}",{'MUTH_102'},0.0015428130624839291,0.6000000000000001,54.26511627906978
55,"{'PVST_002', 'OPTH_203'}",{'OPTH_203'},{'PVST_002'},0.0015428130624839291,0.75,50.28879310344827
12,"{'APST_701', 'PVST_002'}",{'APST_701'},{'PVST_002'},0.0015428130624839291,0.5,33.525862068965516
21,"{'APST_821', 'APST_825'}",{'APST_825'},{'APST_821'},0.0017999485728979173,0.7777777777777778,302.4777777777778
25,"{'APST_825', 'PVST_018'}",{'APST_825'},{'PVST_018'},0.0017999485728979173,0.7777777777777778,302.4777777777778
20,"{'APST_821', 'APST_825'}",{'APST_821'},{'APST_825'},0.0017999485728979173,0.7000000000000001,302.47777777777776
26,"{'APST_825', 'PVST_018'}",{'PVST_018'},{'APST_825'},0.0017999485728979173,0.7000000000000001,302.47777777777776
161,"{'MUTH_231', 'MUTH_201', 'MUTH_132'}","{'MUTH_231', 'MUTH_132'}",{'MUTH_201'},0.0017999485728979173,0.875,69.44642857142857
160,"{'MUTH_231', 'MUTH_201', 'MUTH_132'}","{'MUTH_201', 'MUTH_132'}",{'MUTH_231'},0.0017999485728979173,0.7000000000000001,66.39756097560976
17,"{'APST_804', 'APST_800'}",{'APST_804'},{'APST_800'},0.0017999485728979173,0.5833333333333333,33.8594527363184
22,"{'APST_821', 'PVST_018'}",{'APST_821'},{'PVST_018'},0.0020570840833119054,0.8,311.12
23,"{'APST_821', 'PVST_018'}",{'PVST_018'},{'APST_821'},0.0020570840833119054,0.8,311.12
8,"{'APST_285', 'PVST_007'}",{'APST_285'},{'PVST_007'},0.0020570840833119054,0.8888888888888888,157.1313131313131
47,"{'MUTH_101', 'MUTH_131'}",{'MUTH_131'},{'MUTH_101'},0.004371303677037799,0.6071428571428571,57.589721254355396
48,"{'MUTH_102', 'MUTH_132'}",{'MUTH_132'},{'MUTH_102'},0.0053998457186937516,0.5675675675675675,51.331866750471406
49,"{'MUTH_231', 'MUTH_201'}",{'MUTH_231'},{'MUTH_201'},0.0061712522499357166,0.5853658536585366,46.45893479342956
